the_geom,OBJECTID,WARD,PARCEL,PID_LONG,WPD,BATCH,OBJECTID_1,PID,CM_ID,OWNER,ST_NUM,ST_NAME,ST_NAM_SUF,UNIT_NUM,ZIPCODE,FULL_ADDRE,LU,PTYPE,LOTSIZE,MAIL_ADDRE,MAIL_CS,MAIL_ZIP,OWN_OCC,GROSS_AREA,BLDG_AREA,AV_TOTAL,AV_LAND,AV_BLDG,GROSS_TAX,GROSS_TAX_,NUM_FLOORS
"MULTIPOLYGON (((-71.08079390992431 42.31910775125868, -71.08070479374324 42.31906368232825, -71.08068214606244 42.319052480301444, -71.08073072316444 42.31900258315332, -71.08077439571743 42.31902378913461, -71.08085530223838 42.31906466193875, -71.08087868451945 42.319041979428036, -71.08096439604152 42.31908754836452, -71.08094221762524 42.31912473981887, -71.0809162017434 42.319168217403906, -71.08088311306695 42.31915185766837, -71.08079390992431 42.31910775125868)))",2715,12,886,1200886000,12-04-015,0,79750,1200886000,,CITY OF BOSTON BY FCL,,EDGEWOOD,PK,,02119,EDGEWOOD PK,E,902,2041,EDGEWOOD PK,ROXBURY MA,02119,N,0,0,10100,10100,0,0,0,0
"MULTIPOLYGON (((-71.10538364006224 42.27333828194327, -71.10533553622533 42.27338564239903, -71.10503502319426 42.2732256526356, -71.10508556302865 42.27317636354178, -71.10538364006224 42.27333828194327)))",2728,18,2559,1802559000,18-21-035,0,111013,1802559000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,2000,ALABAMA,MATTAPAN MA,02126,N,0,0,8400,8400,0,0,0,0
"MULTIPOLYGON (((-71.1589846363758 42.262628656784976, -71.15904762330767 42.262589614951864, -71.15929090980957 42.26273466124113, -71.15924300813069 42.262775186424626, -71.15919800130385 42.26281322938665, -71.15894679529768 42.262652856876365, -71.1589846363758 42.262628656784976)))",2823,20,11392,2011392000,20-15-190,0,146020,2011392000,,CITY OF BOSTON FCL,,COTTAGE,RD,,02132,COTTAGE RD,E,902,3252,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,16400,16400,0,0,0,0
"MULTIPOLYGON (((-71.16057307778684 42.262703984541695, -71.16053888004252 42.26265080343846, -71.16066649531433 42.26258743740292, -71.16071113220352 42.2626353226261, -71.16057307778684 42.262703984541695)))",2825,20,11170,2011170000,20-15-110,0,145756,2011170000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,771,DANA RD,WEST ROXBURY MA,02132,N,0,0,1500,1500,0,0,0,0
"MULTIPOLYGON (((-71.16137286448479 42.265410081775244, -71.16129961122438 42.2653954150232, -71.1613386138665 42.26520326255005, -71.16141211462703 42.26520953832817, -71.16137286448479 42.265410081775244)))",2855,20,11034,2011034000,20-15-085,0,145623,2011034000,,CITY OF BOSTON,,CHESTNUT,RD,,02132,CHESTNUT RD,E,902,1368,CHESTNUT RD,WEST ROXBURY MA,02132,N,0,0,6800,6800,0,0,0,0
"MULTIPOLYGON (((-71.1055992361699 42.305135484545275, -71.10546380027543 42.30502022935008, -71.10537260825714 42.305082507412976, -71.10505087152447 42.30512792140463, -71.10502449636975 42.30503230321527, -71.10550876890468 42.304745835031994, -71.10572380246599 42.30494722578092, -71.1055652025943 42.30504537075244, -71.10567451974748 42.3050890938367, -71.1055992361699 42.305135484545275)))",2870,11,2943,1102943000,11-07-030,0,77469,1102943000,,BOSTON NATURAL AREAS,110,WILLIAMS,ST,,02130,110 WILLIAMS ST,E,902,13197,59 TEMPLE PL #558,BOSTON MA,02111,N,0,0,273700,273700,0,0,0,0
"MULTIPOLYGON (((-71.07391304042189 42.30013619012423, -71.07417899050921 42.299955832908225, -71.07427209336923 42.30003331772012, -71.07399226918463 42.30020590512755, -71.07391304042189 42.30013619012423)))",2879,14,1178,1401178000,14-04-085,0,87536,1401178000,,CITY OF BOSTON,322,WASHINGTON,ST,,02121,322 WASHINGTON ST,E,902,3409,98 FAIRMOUNT,DORCHESTER MA,02124,N,0,0,26500,26500,0,0,0,0
"MULTIPOLYGON (((-71.10524134744281 42.27394497637048, -71.10519527848099 42.273990617369265, -71.10494656705369 42.27386074698014, -71.10499349385711 42.27381445289698, -71.10524134744281 42.27394497637048)))",2881,18,2573,1802573000,18-21-035,0,111027,1802573000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,1600,KENNEBEC,MATTAPAN MA,02126,N,0,0,6700,6700,0,0,0,0
"MULTIPOLYGON (((-71.10844530727512 42.324439560885146, -71.10856793325388 42.324360857209356, -71.10869116203439 42.32443495909685, -71.10877774057624 42.32448703491589, -71.10867814390622 42.32457692798455, -71.10844530727512 42.324439560885146)))",2885,10,1735,1001735000,10-08-035,0,72504,1001735000,,BOSTON NATURAL AREAS FUND,2,ARCOLA,ST,,02130,2 ARCOLA ST,E,902,3052,59 TEMPLE PL #558,BOSTON MA,02111,N,0,0,28000,28000,0,0,0,0
"MULTIPOLYGON (((-71.07345490053996 42.30176797672924, -71.07375428425328 42.301645796916276, -71.0738255778293 42.301741669836886, -71.07355786725135 42.30184835891087, -71.07351851966848 42.30186484804606, -71.07345490053996 42.30176797672924)))",2901,14,1314,1401314000,14-04-070,0,87685,1401314000,,CITY OF BOSTON,23,NOTTINGHAM,ST,,02121,23 NOTTINGHAM ST,E,902,4141,23 NOTTINGHAM,DORCHESTER MA,02121,N,0,0,24800,24800,0,0,0,0
"MULTIPOLYGON (((-71.11963334543799 42.25539570108113, -71.11967294673548 42.255365172270814, -71.11984785091732 42.255479333541466, -71.1198447790508 42.25551081301806, -71.11984290897131 42.25552997778599, -71.11963334543799 42.25539570108113)))",2908,18,9015-5,1809015005,18-13-060,0,118653,1809015005,,CITY OF BOSTON,,DAVISON,ST,,02136,DAVISON ST,E,902,551,DAVISON,HYDE PARK MA,02136,N,0,0,800,800,0,0,0,0
"MULTIPOLYGON (((-71.16127191850347 42.26342031788125, -71.16136552684341 42.26350909353945, -71.1613506802401 42.26356711582092, -71.16109504176343 42.263536110337, -71.16127191850347 42.26342031788125)))",3081,20,11092,2011092000,20-15-090,0,145681,2011092000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,1346,DANA RD,WEST ROXBURY MA,02132,N,0,0,6500,6500,0,0,0,0
"MULTIPOLYGON (((-71.0726148281774 42.30021938725145, -71.07262808918318 42.300209546230526, -71.0729035739135 42.30037041026922, -71.07287442473888 42.30039391331421, -71.07286103221763 42.30040639894549, -71.07284902453227 42.30041891431088, -71.07283765042753 42.30043221408358, -71.07282464935216 42.30044969028894, -71.07281258903033 42.300467936413064, -71.07249605882645 42.30036063418927, -71.07254576926762 42.30029966900824, -71.0726148281774 42.30021938725145)))",3140,14,1424,1401424000,14-04-075,0,87775,1401424000,,CITY OF BOSTON,154,ROSSETER,ST,,02121,154 ROSSETER ST,E,902,4320,154 ROSSETER,DORCHESTER MA,02121,N,0,0,25600,25600,0,0,0,0
"MULTIPOLYGON (((-71.12577256089754 42.244877087050504, -71.12604497466658 42.244726735321365, -71.12608599954392 42.24477156304317, -71.12603426478923 42.245125467116445, -71.12596997858218 42.24506453278072, -71.12577256089754 42.244877087050504)))",3150,18,9957,1809957000,18-17-115,0,119792,1809957000,,CITY OF BOSTON,,TRUMAN,HW,,02136,TRUMAN HW,E,902,6454,TRUMAN HWY,HYDE PARK MA,02136,N,0,0,35500,35500,0,0,0,0
"MULTIPOLYGON (((-71.09352096845828 42.284631809688605, -71.09335352134553 42.28461160753698, -71.09335343224471 42.28461052888877, -71.09350186883283 42.28443212619093, -71.09363311963816 42.28449799691386, -71.09364511739659 42.28450408996312, -71.09352096845828 42.284631809688605)))",3196,14,4736,1404736000,14-14-025,0,91260,1404736000,,CITY OF BOSTON,47,DEERING,RD,,02126,47 DEERING RD,E,902,2731,47 DEERING RD,MATTAPAN MA,02126,N,0,0,12700,12700,0,0,0,0
"MULTIPOLYGON (((-71.10550125807804 42.31612922045963, -71.10556102096561 42.316012404305056, -71.10558045310356 42.31601686438043, -71.10553602640802 42.31611624280374, -71.10549212519108 42.316214739892, -71.10549051489177 42.31621441587207, -71.10548957004514 42.31621414357435, -71.10548863627186 42.31621384110741, -71.10548771779396 42.31621351445708, -71.10548682168196 42.31621316821366, -71.10548593986849 42.31621280586205, -71.10548507010989 42.31621240772474, -71.10548422219134 42.316211998422496, -71.10548340045324 42.31621156497415, -71.10548258979065 42.316211101005436, -71.10548181612562 42.31621062381633, -71.10548104307176 42.31621012450083, -71.10548030656194 42.31620960880225, -71.10547959239838 42.31620907667181, -71.10547891954424 42.316208522905896, -71.10547825387658 42.316207955114855, -71.10547761395117 42.3162073575562, -71.10547701139811 42.316206762584606, -71.10547643458725 42.316206137845455, -71.10547589141301 42.31620550760186, -71.10547537440605 42.31620485531955, -71.10547489387311 42.31620419789379, -71.10547443617712 42.31620352122787, -71.10547401499014 42.316202833798656, -71.10547361986757 42.31620214083898, -71.10547327308552 42.31620143715665, -71.10547294859718 42.316200725472164, -71.10547266487936 42.31620000268779, -71.10547239917831 42.31619927469655, -71.10547217466856 42.31619854403675, -71.10547199801074 42.316197805111294, -71.1054718436641 42.316197055373856, -71.10547172621433 42.31619630857301, -71.1054716461522 42.31619556190053, -71.10547160259911 42.31619480446475, -71.10547158500752 42.31619405800669, -71.1054716119704 42.316193300812984, -71.10547167956587 42.31619255464736, -71.10547176940463 42.31619180855812, -71.10550125807804 42.31612922045963)))",3207,19,603-10,1900603010,19-04-065,0,124859,1900603010,,CITY OF BOSTON,213,LAMARTINE,ST,,02130,213 LAMARTINE ST,E,902,270,LAMARTINE ST,JAMAICA PLAIN MA,02130,N,0,0,800,800,0,0,0,0
"MULTIPOLYGON (((-71.1614644299739 42.26416860534769, -71.16147494058919 42.26411605897524, -71.16169715765297 42.26413682846089, -71.16168757151164 42.26418648820518, -71.1614644299739 42.26416860534769)))",3225,20,11064,2011064000,20-15-085,0,145653,2011064000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,1200,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,5800,5800,0,0,0,0
"MULTIPOLYGON (((-71.08664496702728 42.280870172933874, -71.08685942128912 42.28064858999366, -71.08707360596165 42.280759474065334, -71.08685254584722 42.28097421449377, -71.08664496702728 42.280870172933874)))",3293,14,3901,1403901000,14-05-040,0,90391,1403901000,,CITY OF BOSTON BY FCL,11 15,FLINT,ST,,02126,11 15 FLINT ST,E,902,6928,11 FLINT,MATTAPAN MA,02126,N,0,0,88500,88500,0,0,0,0
"MULTIPOLYGON (((-71.1056313399849 42.27512584091644, -71.10567253718287 42.27508411771501, -71.10580720137712 42.275152011693116, -71.10607759890507 42.275288356756406, -71.10592795125677 42.27543938734998, -71.10552544877619 42.27523254091595, -71.10556829703626 42.27518900772978, -71.1056313399849 42.27512584091644)))",3357,18,2374,1802374000,18-21-025,0,110953,1802374000,,CITY OF BOSTON MUNICIPAL CP,,LIVERMORE,ST,,02126,LIVERMORE ST,E,902,7899,LIVERMORE ST,MATTAPAN MA,02126,N,0,0,45300,45300,0,0,0,0
"MULTIPOLYGON (((-71.09171374761891 42.32831134413604, -71.0918190035789 42.328156309625086, -71.0919725344146 42.32821169700667, -71.09186594914411 42.328369067897825, -71.09171374761891 42.32831134413604)))",3412,9,3642,0903642000,09-05-135,0,69931,0903642000,,CITY OF BOSTON,,MILLMONT,ST,,02119,MILLMONT ST,E,902,2898,6 MILLMONT ST,ROXBURY MA,02119,N,0,0,28600,28600,0,0,0,0
"MULTIPOLYGON (((-71.09723727599831 42.277730985842034, -71.09725617073951 42.27771674687263, -71.09757326492618 42.277956873157414, -71.0975527519263 42.277971623195214, -71.09753962411655 42.27796184611016, -71.09723727599831 42.277730985842034)))",3458,18,3094,1803094000,18-03-090,0,111536,1803094000,,CITY OF BOSTON BY FCL,,ITASCA,ST,,02126,ITASCA ST,E,902,845,ITASCA,MATTAPAN MA,02126,N,0,0,1600,1600,0,0,0,0
"MULTIPOLYGON (((-71.1610881017952 42.26447086128227, -71.16089568938764 42.26441090728466, -71.16091930432404 42.26434939610392, -71.16111705823981 42.26438672117748, -71.16111167861685 42.26440477528829, -71.1610881017952 42.26447086128227)))",3492,20,11098,2011098000,20-15-090,0,145687,2011098000,,CITY OF BOSTON,,WALNUT,RD,,02132,WALNUT RD,E,902,1638,WALNUT RD,WEST ROXBURY MA,02132,N,0,0,7900,7900,0,0,0,0
"MULTIPOLYGON (((-71.09535591778013 42.27762534732765, -71.09560636101614 42.277433277454435, -71.09573601074001 42.27752692142764, -71.09547153363152 42.27770873011807, -71.09535591778013 42.27762534732765)))",3534,18,3145,1803145000,18-03-095,0,111599,1803145000,,CITY OF BOSTON BY FCL,48,MATTAPAN,ST,,02126,48 MATTAPAN ST,E,902,5000,440 NORFOLK,MATTAPAN MA,02126,N,0,0,76100,76100,0,0,0,0
"MULTIPOLYGON (((-71.10390321657803 42.27433694968478, -71.1040084670228 42.27423287365655, -71.10404457631796 42.27425392688311, -71.10433295577505 42.27440646815168, -71.10423261146303 42.27450551199967, -71.10390321657803 42.27433694968478)))",3578,18,2347,1802347000,18-21-025,0,110926,1802347000,,CITY OF BOSTON BY FCL,,ALABAMA,ST,,02126,ALABAMA ST,E,902,4000,ALABAMA ST,MATTAPAN MA,02126,N,0,0,16600,16600,0,0,0,0
"MULTIPOLYGON (((-71.07013231467832 42.320632432250555, -71.0704155131137 42.3204834193335, -71.07051584294324 42.320588506697774, -71.07022642862383 42.320736920221805, -71.07019252593341 42.32069884093009, -71.07013231467832 42.320632432250555)))",3594,8,81,0800081000,08-05-075,0,63442,0800081000,,BOSTON NATURAL AREAS FUND,20,LEYLAND,ST,,02125,20 LEYLAND ST,E,902,3470,921 WASHINGTON  ST,DORCHESTER MA,02124,N,0,0,17400,17400,0,0,0,0
"MULTIPOLYGON (((-71.07179123898041 42.29792871296863, -71.07207870539682 42.29784256622957, -71.07211945771729 42.29793492304958, -71.07183801738579 42.29802058180828, -71.07179123898041 42.29792871296863)))",3679,17,2437,1702437000,17-01-085,0,105181,1702437000,,CITY OF BOSTON,51,CLAYBOURNE,ST,,02124,51 CLAYBOURNE ST,E,902,2795,51 CLAYBOURNE ST,DORCHESTER MA,02124,N,0,0,14400,14400,0,0,0,0
"MULTIPOLYGON (((-71.07382643759415 42.30046720689946, -71.07410670226076 42.300304904221576, -71.07419714985808 42.30038147302568, -71.07392502383536 42.30056682143382, -71.07387814917506 42.300523593059964, -71.07382643759415 42.30046720689946)))",3739,14,1165,1401165000,14-04-085,0,87523,1401165000,,CITY OF BOSTON (FCL),81,BOWDOIN,AV,,02121,81 BOWDOIN AV,E,902,4808,81 BOWDOIN AVENUE,DORCHESTER MA,02124,N,0,0,28800,28800,0,0,0,0
"MULTIPOLYGON (((-71.03405189177504 42.368094434277715, -71.0338121185553 42.36830372303387, -71.0336739242791 42.36842175493406, -71.03360401970295 42.36848216813074, -71.03353491826684 42.36854214021877, -71.03346477327344 42.36860287479676, -71.03339196509134 42.368665934648256, -71.03331454987823 42.36873297501912, -71.033242183387 42.36879557749209, -71.03316263457077 42.368864527593594, -71.03299542170633 42.36900933138883, -71.03294723562651 42.36905105594039, -71.03290751265186 42.369085452776964, -71.0328238622745 42.369157902284726, -71.0326910246898 42.36906989991456, -71.03277401073021 42.36899736139739, -71.03278056112542 42.368991650443455, -71.03302421223269 42.36877926932861, -71.03333675989595 42.36850683098739, -71.03333677276743 42.36850681979982, -71.03340535465733 42.368447501493755, -71.0334801054084 42.36838189140449, -71.03355349438928 42.368319469952006, -71.03365577467748 42.36823502776983, -71.03371590845876 42.368182613488855, -71.03389671782762 42.36802500470865, -71.03405189177504 42.368094434277715)))",3752,1,4093-1,0104093001,01-01-105,0,4461,0104093001,,CITY OF BOSTON BY FCL,,MAVERICK,ST,,02128,MAVERICK ST,E,902,25441,MAVERICK ST,EAST BOSTON MA,02128,N,0,0,198700,198700,0,0,0,0
"MULTIPOLYGON (((-71.11510963452407 42.2566942819406, -71.11510629643084 42.25670742611601, -71.11510234932462 42.25672049413604, -71.11509780108585 42.25673343404192, -71.11509265490878 42.25674626481197, -71.1150869077159 42.25675894814941, -71.11508058887061 42.25677147607395, -71.11507367996902 42.25678384255244, -71.11506621052189 42.256796015368785, -71.11505817718935 42.256807999429114, -71.11504959859249 42.25681976493957, -71.11504047478009 42.25683130382141, -71.11503082005608 42.256842596452465, -71.11502065756918 42.25685364607151, -71.11500997568437 42.2568644220806, -71.11499889692026 42.25687483742915, -71.1149927172311 42.25688025546222, -71.11478860807918 42.256674075933105, -71.11523702879371 42.25621602367532, -71.11510963452407 42.2566942819406)))",3924,18,11043,1811043000,18-16-085,0,121085,1811043000,,COMM OF MASS  M D C,,TRUMAN,HW,,02136,TRUMAN HW,E,902,10550,20 SOMERSET ST,BOSTON MA,02108,N,0,0,102100,102100,0,0,0,0
"MULTIPOLYGON (((-71.15882300622211 42.26275485156454, -71.15884386531467 42.26273493196004, -71.15910766031404 42.262889568940984, -71.15901563785077 42.26296750389575, -71.15876202709899 42.26281504090569, -71.15876797544547 42.26280914083026, -71.15879480253653 42.262782531346666, -71.15882300622211 42.26275485156454)))",3950,20,11390,2011390000,20-15-190,0,146018,2011390000,,CITY OF BOSTON FCL,,COTTAGE,RD,,02132,COTTAGE RD,E,902,3353,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,16800,16800,0,0,0,0
"MULTIPOLYGON (((-71.10457102307062 42.27425867426907, -71.104512855329 42.27422807162873, -71.10460152238696 42.274140147741996, -71.1046963868285 42.274046084209935, -71.10475713282779 42.27407732928468, -71.10466221963095 42.27416981488796, -71.10457102307062 42.27425867426907)))",3969,18,2352,1802352000,18-21-025,0,110931,1802352000,,CITY OF BOSTON,,CANAAN,ST,,02126,CANAAN ST,E,902,1600,CANAAN,MATTAPAN MA,02126,N,0,0,6700,6700,0,0,0,0
"MULTIPOLYGON (((-71.07357255841312 42.29989874903474, -71.0735799147268 42.2997246119683, -71.07369113570056 42.299732149839656, -71.07374984036693 42.2997896517619, -71.0737010300712 42.29982170441873, -71.07369592682105 42.29981772946833, -71.07357255841312 42.29989874903474)))",3993,14,1171,1401171000,14-04-085,0,87529,1401171000,,CITY OF BOSTON,101,BOWDOIN,AV,,02121,101 BOWDOIN AV,E,902,1453,101 BOWDOIN ST,DORCHESTER MA,02121,N,0,0,8700,8700,0,0,0,0
"MULTIPOLYGON (((-71.07519955975972 42.302625728515785, -71.07538232096262 42.30258209460879, -71.07543851994552 42.30270916296412, -71.07556255275124 42.3029896095495, -71.07539717844139 42.30317926942252, -71.0751439933393 42.303053125403856, -71.07525815684384 42.30292301317682, -71.07511413946263 42.30276672334296, -71.07503198580352 42.30267029633478, -71.07519955975972 42.302625728515785)))",4102,14,1251,1401251000,14-04-055,0,87618,1401251000,,CITY OF BOSTON,,MT BOWDOIN,TE,,02121,MT BOWDOIN TE,E,902,15374,MT BOWDOIN TERR,DORCHESTER MA,02121,N,0,0,124200,124200,0,0,0,0
"MULTIPOLYGON (((-71.07621401127766 42.30216946387372, -71.07661111362329 42.30194214059455, -71.07670685146307 42.302019810293885, -71.07631486772267 42.30225588224261, -71.07621401127766 42.30216946387372)))",4103,14,1148,1401148000,14-04-085,0,87505,1401148000,,CITY OF BOSTON BY FCL,,BOWDOIN,AV,,02121,BOWDOIN AV,E,902,4885,BOWDOIN AV,DORCHESTER MA,02121,N,0,0,29700,29700,0,0,0,0
"MULTIPOLYGON (((-71.080687387419 42.33217944622072, -71.08074337119554 42.332129855953, -71.08085279162033 42.33218632099503, -71.08119351222588 42.33237563951536, -71.08120060345611 42.33238289511774, -71.0811076584208 42.33249760482566, -71.08074223907079 42.332294605162, -71.08062554045871 42.33223421806751, -71.080687387419 42.33217944622072)))",4107,8,2426-20,0802426020,08-04-055,0,66068,0802426020,,CITY OF BOSTON,,WASHINGTON,ST,,02119,WASHINGTON ST,E,902,7060,WASHINGTON ST,BOSTON MA,02119,N,0,0,97700,97700,0,0,0,0
"MULTIPOLYGON (((-71.05000450356407 42.294400557976054, -71.0497005469247 42.29402899811416, -71.0500069392453 42.2939466274152, -71.05001913453181 42.293979300214524, -71.05014956459424 42.29417628695993, -71.05016272884089 42.2941697433719, -71.05031365257176 42.29432619624323, -71.05003092068723 42.294431243173214, -71.05000450356407 42.294400557976054)))",4142,16,302,1600302000,16-05-080,0,95771,1600302000,,CITY OF BOSTON,,WORRELL,ST,,02122,WORRELL ST,E,902,13568,WORRELL,DORCHESTER MA,02122,N,0,0,129200,129200,0,0,0,0
"MULTIPOLYGON (((-71.15942662602822 42.26460710838075, -71.15963551436697 42.264466992209556, -71.15973453043789 42.26454846518773, -71.15978404209379 42.26458920569415, -71.15960658428156 42.26470824168428, -71.15942662602822 42.26460710838075)))",4158,20,11223,2011223000,20-15-070,0,145809,2011223000,,CITY OF BOSTON,,COTTAGE,RD,,02132,COTTAGE RD,E,902,4380,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,21600,21600,0,0,0,0
"MULTIPOLYGON (((-71.16065371731837 42.26249934648954, -71.16059136714284 42.2624928151483, -71.16067556617242 42.26241159604864, -71.16072750354255 42.26245860294104, -71.16065371731837 42.26249934648954)))",4171,20,10931,2010931000,20-15-055,0,145542,2010931000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,680,DANA RD,WEST ROXBURY MA,02132,N,0,0,1400,1400,0,0,0,0
"MULTIPOLYGON (((-71.15876930087033 42.261639610753065, -71.15850351127244 42.26162934777393, -71.15849613174834 42.261629001975564, -71.15850201790079 42.26157400266627, -71.15875169252742 42.26157883346577, -71.15876930087033 42.261639610753065)))",4172,20,11470,2011470000,20-15-225,0,146087,2011470000,,CITY OF BOSTON,,HIGH,RD,,02132,HIGH RD,E,902,1662,HIGH RD,WEST ROXBURY MA,02132,N,0,0,8500,8500,0,0,0,0
