the_geom,OBJECTID,WARD,PARCEL,PID_LONG,WPD,BATCH,OBJECTID_1,PID,CM_ID,OWNER,ST_NUM,ST_NAME,ST_NAM_SUF,UNIT_NUM,ZIPCODE,FULL_ADDRE,LU,PTYPE,LOTSIZE,MAIL_ADDRE,MAIL_CS,MAIL_ZIP,OWN_OCC,GROSS_AREA,BLDG_AREA,AV_TOTAL,AV_LAND,AV_BLDG,GROSS_TAX,GROSS_TAX_,NUM_FLOORS
"MULTIPOLYGON (((-71.06373758368862 42.31904500739042, -71.06378701659422 42.31897420527328, -71.06384228450712 42.318991995089725, -71.06393144112701 42.31902153164538, -71.06371967571798 42.319339064159095, -71.06356989038997 42.31928565008813, -71.06360373735112 42.319237227903, -71.06363644448908 42.31919017282227, -71.06367048393417 42.31914136234215, -71.06370346259757 42.31909407363988, -71.06373758368862 42.31904500739042)))",5989,7,3788,0703788000,07-10-070,0,63038,0703788000,,CITY OF BOSTON,8,EASTMAN,ST,,02125,8 EASTMAN ST,E,902,4599,722 COLUMBIA RD,DORCHESTER MA,02125,N,0,0,81500,81500,0,0,0,0
"MULTIPOLYGON (((-71.16063280352219 42.26296056985766, -71.16063316588368 42.26296054353116, -71.16087487621456 42.2629849173875, -71.1608660391347 42.26302573765442, -71.16065250455247 42.26308214609766, -71.16063280352219 42.26296056985766)))",5993,20,11173,2011173000,20-15-110,0,145759,2011173000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,1582,DANA RD,WEST ROXBURY MA,02132,N,0,0,7800,7800,0,0,0,0
"MULTIPOLYGON (((-71.16165593147849 42.266750525327204, -71.1618270025962 42.266628857979555, -71.16191744254246 42.266714428127194, -71.16175208094158 42.26682684016783, -71.16165593147849 42.266750525327204)))",5994,20,11310,2011310000,20-15-060,0,145875,2011310000,,CITY OF BOSTON,,COTTAGE,RD,,02132,COTTAGE RD,E,902,2309,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,12100,12100,0,0,0,0
"MULTIPOLYGON (((-71.15850541792366 42.260927742978986, -71.15866089544335 42.260779154362154, -71.15872803593108 42.26079893667116, -71.15856632209635 42.26095694041485, -71.15850541792366 42.260927742978986)))",6101,20,11537,2011537000,20-15-240,0,146149,2011537000,,CITY OF BOSTON,,SPRING,RD,,02132,SPRING RD,E,902,1436,SPRING RD,WEST ROXBURY MA,02132,N,0,0,7400,7400,0,0,0,0
"MULTIPOLYGON (((-71.16029186839802 42.26466906319694, -71.1601793174795 42.26478179001039, -71.16013522472944 42.264878164029334, -71.16003159430478 42.26479289488404, -71.16025502233367 42.26463987703714, -71.16029186839802 42.26466906319694)))",6112,20,11216,2011216000,20-15-070,0,145802,2011216000,,CITY OF BOSTON,,CHERRY,RD,,02132,CHERRY RD,E,902,2376,CHERRY RD,WEST ROXBURY MA,02132,N,0,0,11700,11700,0,0,0,0
"MULTIPOLYGON (((-71.06826118580875 42.31991991967123, -71.06816749699284 42.31991387364526, -71.0681508370533 42.319912798405774, -71.06815767241551 42.31988158528516, -71.06826914367583 42.31988788989792, -71.06826118580875 42.31991991967123)))",6192,7,3670,0703670000,07-10-010,0,62884,0703670000,,CITY OF BOSTON,,HUMPHREYS,PL,,02125,HUMPHREYS PL,E,902,330,HUMPHREYS PL,DORCHESTER MA,02125,N,0,0,700,700,0,0,0,0
"MULTIPOLYGON (((-71.10546606814111 42.27263043485518, -71.10516421483109 42.272477940661, -71.10519183562874 42.27244980959045, -71.10549170415962 42.272605378403384, -71.10546606814111 42.27263043485518)))",6233,18,2614,1802614000,18-21-040,0,111067,1802614000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,1205,ALABAMA,MATTAPAN MA,02126,N,0,0,5000,5000,0,0,0,0
"MULTIPOLYGON (((-71.07620110896855 42.32667161269406, -71.0764220180978 42.3265146097778, -71.07646212721627 42.32654340544035, -71.07646773977025 42.326547837415966, -71.0762492114621 42.32670890775274, -71.07620110896855 42.32667161269406)))",6244,8,2708,0802708000,08-07-020,0,66304,0802708000,,CITY OF BOSTON,,DUDLEY,ST,,02119,DUDLEY ST,E,902,2078,353 DUDLEY ST,ROXBURY MA,02119,N,0,0,19500,19500,0,0,0,0
"MULTIPOLYGON (((-71.08096439604152 42.31908754836452, -71.08087868451945 42.319041979428036, -71.08085530223838 42.31906466193875, -71.08077439571743 42.31902378913461, -71.08085418700566 42.31893884814566, -71.08101057438196 42.319010502172354, -71.08096439604152 42.31908754836452)))",6269,12,885,1200885000,12-04-015,0,79749,1200885000,,CITY OF BOSTON BY FCL,,EDGEWOOD,PK,,02119,EDGEWOOD PK,E,902,2220,EDGEWOOD PK,ROXBURY MA,02119,N,0,0,11000,11000,0,0,0,0
"MULTIPOLYGON (((-71.16231637142253 42.26692650727255, -71.16242860647932 42.2669245791605, -71.16240866961364 42.26699282827874, -71.16238380416618 42.26707794908432, -71.16236254700812 42.26715071733738, -71.16233290472655 42.267252189627754, -71.16232446015468 42.267281097394054, -71.16231357312034 42.2672724573354, -71.16216024468619 42.26715077296519, -71.16231637142253 42.26692650727255)))",6307,20,11315,2011315000,20-15-060,0,145880,2011315000,,CITY OF BOSTON,,COTTAGE,RD,,02132,COTTAGE RD,E,902,5179,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,27700,27700,0,0,0,0
"MULTIPOLYGON (((-71.0682232783136 42.304838094384245, -71.06860033722157 42.30456721825897, -71.06868973531391 42.30485754372851, -71.06844684624905 42.30501517892877, -71.0682232783136 42.304838094384245)))",6321,15,1294,1501294000,15-02-060,0,93212,1501294000,,CITY OF BOSTON BY FCL,191,BOWDOIN,ST,,02122,191 BOWDOIN ST,E,902,10778,191 BOWDOIN,DORCHESTER MA,02122,N,0,0,140900,140900,0,0,0,1
"MULTIPOLYGON (((-71.07937355137432 42.31444047342712, -71.0792106126813 42.31435639388806, -71.07913343038346 42.31431656159721, -71.07917181046523 42.314255173484014, -71.07931129034618 42.31432932220734, -71.079331857101 42.31436792151679, -71.0794082626724 42.314407406433354, -71.07937355137432 42.31444047342712)))",6334,12,2885,1202885000,12-06-030,0,81284,1202885000,,CITY OF BOSTON BY FCL,295 297,BLUE HILL,AV,,02121,295 297 BLUE HILL AV,E,902,1661,295 BLUE HILL AVE,DORCHESTER MA,02121,N,0,0,3300,3300,0,0,0,0
"MULTIPOLYGON (((-71.16129961122438 42.2653954150232, -71.16113076347048 42.26536158936973, -71.16118388702704 42.26519004878705, -71.1613386138665 42.26520326255005, -71.16129961122438 42.2653954150232)))",6344,20,11035,2011035000,20-15-085,0,145624,2011035000,,CITY OF BOSTON,,CHESTNUT,RD,,02132,CHESTNUT RD,E,902,2665,CHESTNUT RD,WEST ROXBURY MA,02132,N,0,0,13200,13200,0,0,0,0
"MULTIPOLYGON (((-71.16155500241724 42.26667042408492, -71.16173348907289 42.266541755340235, -71.16176544619928 42.26656896971689, -71.16179957232167 42.266601607426374, -71.16180139955719 42.26660462862718, -71.1618270025962 42.266628857979555, -71.16165593147849 42.266750525327204, -71.1615939378419 42.266701321367044, -71.16155500241724 42.26667042408492)))",6345,20,11309,2011309000,20-15-060,0,145874,2011309000,,CITY OF BOSTON,,COTTAGE,RD,,02132,COTTAGE RD,E,902,2393,COTTAGE RD,WEST ROXBURY MA,02132,N,0,0,12500,12500,0,0,0,0
"MULTIPOLYGON (((-71.16008709086245 42.26337451623373, -71.16042279426938 42.26335717305143, -71.16043915144189 42.26346401209893, -71.16016359875725 42.26347547695278, -71.16012631061378 42.263424690886545, -71.16007969570305 42.26337510621825, -71.16008709086245 42.26337451623373)))",6395,20,11150,2011150000,20-15-105,0,145736,2011150000,,CITY OF BOSTON,,PINE,RD,,02132,PINE RD,E,902,2306,PINE RD,WEST ROXBURY MA,02132,N,0,0,11300,11300,0,0,0,0
"MULTIPOLYGON (((-71.15815004184996 42.26262632642457, -71.15814029487426 42.262526013058604, -71.15835277975516 42.262534161826714, -71.15834715813425 42.262590136270035, -71.15815004184996 42.26262632642457)))",6414,20,11461,2011461000,20-15-220,0,146079,2011461000,,CITY OF BOSTON BY FCL,,HIGH,RD,,02132,HIGH RD,E,902,1672,HIGH RD,WEST ROXBURY MA,02132,N,0,0,1700,1700,0,0,0,0
"MULTIPOLYGON (((-71.0702760133911 42.320791075319725, -71.07057271804548 42.320646656940305, -71.07061711646202 42.320693009949075, -71.0703255679158 42.32084642100718, -71.0702760133911 42.320791075319725)))",6446,8,83,0800083000,08-05-075,0,63444,0800083000,,BOSTON NATURAL AREAS FUND,16,LEYLAND,ST,,02125,16 LEYLAND ST,E,902,3496,921 WASHINGTON ST,DORCHESTER MA,02124,N,0,0,17500,17500,0,0,0,0
"MULTIPOLYGON (((-71.16143162586678 42.26433245780649, -71.16144248725442 42.26427817168437, -71.1616662074151 42.26429709018817, -71.16165572075876 42.26435141695029, -71.16143162586678 42.26433245780649)))",6461,20,11066,2011066000,20-15-085,0,145655,2011066000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,1200,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,5900,5900,0,0,0,0
"MULTIPOLYGON (((-71.1611925855626 42.26436325504216, -71.1612064500984 42.26431371939603, -71.16143162586678 42.26433245780649, -71.16142146636517 42.264383177134675, -71.1611925855626 42.26436325504216)))",6462,20,11047,2011047000,20-15-085,0,145636,2011047000,,CITY OF BOSTON,,WALNUT,RD,,02132,WALNUT RD,E,902,1247,WALNUT RD,WEST ROXBURY MA,02132,N,0,0,6000,6000,0,0,0,0
"MULTIPOLYGON (((-71.1040084670228 42.27423287365655, -71.10409597691819 42.27414632341528, -71.10442164904268 42.2743185170981, -71.10433295577505 42.27440646815168, -71.10404457631796 42.27425392688311, -71.1040084670228 42.27423287365655)))",6469,18,2348,1802348000,18-21-025,0,110927,1802348000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,4000,ALABAMA,MATTAPAN MA,02126,N,0,0,16600,16600,0,0,0,0
"MULTIPOLYGON (((-71.16177420491806 42.26402927318919, -71.16180083608815 42.263892880717265, -71.16198565872752 42.263951643402976, -71.16197178095496 42.2640564805728, -71.16177420491806 42.26402927318919)))",6489,20,11003,2011003000,20-15-080,0,145598,2011003000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,2534,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,12500,12500,0,0,0,0
"MULTIPOLYGON (((-71.0960837126952 42.277193141586146, -71.0962557572798 42.27701331359977, -71.0963793342434 42.27707779097794, -71.09643407337236 42.27710635141965, -71.09625656390729 42.27728112662276, -71.0960837126952 42.277193141586146)))",6506,18,3113,1803113000,18-03-090,0,111560,1803113000,,CITY OF BOSTON BY FCL,58,HIAWATHA,RD,,02126,58 HIAWATHA RD,E,902,4037,58 HIAWATHA RD,MATTAPAN MA,02126,N,0,0,19100,19100,0,0,0,0
"MULTIPOLYGON (((-71.09960383245216 42.279546346329525, -71.099790861913 42.27934492766937, -71.09991896954999 42.279412757693486, -71.09972103737171 42.279610183855254, -71.09960383245216 42.279546346329525)))",6531,18,3301,1803301000,18-03-006,0,111756,1803301000,,CITY OF BOSTON,25,ELENE,ST,,02126,25 ELENE ST,E,902,3600,25 ELENE ST,MATTAPAN MA,02126,N,0,0,13800,13800,0,0,0,0
"MULTIPOLYGON (((-71.07123189604272 42.32343411811633, -71.07135447045528 42.32340805358007, -71.07143079148011 42.32351546893688, -71.07145698150472 42.32355236453095, -71.07134194079623 42.32359408737229, -71.07129391276158 42.323524262822644, -71.07125099597852 42.32346189108978, -71.07123189604272 42.32343411811633)))",6592,8,246,0800246000,08-05-035,0,63584,0800246000,,SHIRLEY-EUSTIS HOUSE ASSOC,36,ROCKFORD,ST,,02119,36 ROCKFORD ST,E,902,2395,33 SHIRLEY ST,ROXBURY MA,02119,N,0,0,11600,11600,0,0,0,0
"MULTIPOLYGON (((-71.16142146636517 42.264383177134675, -71.16143162586678 42.26433245780649, -71.16165572075876 42.26435141695029, -71.16164581161607 42.264402706760585, -71.16142146636517 42.264383177134675)))",6599,20,11067,2011067000,20-15-085,0,145656,2011067000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,1200,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,5900,5900,0,0,0,0
"MULTIPOLYGON (((-71.15814029487426 42.262526013058604, -71.15790816203415 42.262555751478324, -71.15787323831744 42.262444523891695, -71.15812990255776 42.26241919720634, -71.15813489788663 42.26247047508895, -71.15814029487426 42.262526013058604)))",6622,20,11442,2011442000,20-15-220,0,146061,2011442000,,CITY OF BOSTON MUNICIPAL CP,,OVERLOOK,RD,,02132,OVERLOOK RD,E,902,2829,70 HAMMOND ST,ROXBURY MA,02120,N,0,0,2900,2900,0,0,0,0
"MULTIPOLYGON (((-71.09939283210059 42.27943141587039, -71.09939872396502 42.27941427467114, -71.09940538410795 42.2793972991304, -71.09941281446231 42.27938050137296, -71.09942100585369 42.27936391095935, -71.09942994921992 42.279347539712404, -71.09943961744925 42.27933139271837, -71.09945000823568 42.27931551668509, -71.09946112274454 42.27929991425076, -71.09947291578591 42.279284607035116, -71.09948539335387 42.27926960076655, -71.09949855212119 42.27925493538783, -71.09951233651118 42.27924061079274, -71.09952676277392 42.27922663775082, -71.099541813662 42.27921305097529, -71.09967425106258 42.27928317957608, -71.09947717482837 42.2794773609251, -71.09939283210059 42.27943141587039)))",6623,18,3299,1803299000,18-03-006,0,111754,1803299000,,CITY OF BOSTON,,WABASH,ST,,02126,WABASH ST,E,902,3711,WABASH,MATTAPAN MA,02126,N,0,0,14200,14200,0,0,0,0
"MULTIPOLYGON (((-71.07593113888665 42.30381324396276, -71.07601280658821 42.30357605973548, -71.07609552408566 42.30360813885876, -71.07630489436518 42.3036864529007, -71.07622212379613 42.30394603160527, -71.07609305753907 42.30391564514022, -71.07609847555793 42.30389974562859, -71.07591902349915 42.30385009946121, -71.07593113888665 42.30381324396276)))",6670,14,1285,1401285000,14-04-050,0,87656,1401285000,,CITY OF BOSTON,20,MT BOWDOIN,TE,,02121,20 MT BOWDOIN TE,E,902,8477,20 MT BOWDOIN TERR,DORCHESTER MA,02121,N,0,0,103000,103000,0,0,0,0
"MULTIPOLYGON (((-71.10702205344647 42.27329021066698, -71.10688069924161 42.27319921706686, -71.10673565642271 42.27311150116, -71.10672635228904 42.27310621145398, -71.10681027731968 42.2730242819498, -71.1071171937609 42.27319793007387, -71.10702205344647 42.27329021066698)))",6675,18,2475,1802475000,18-21-010,0,110999,1802475000,,CITY OF BOSTON,,HEBRON,ST,,02126,HEBRON ST,E,902,3950,HEBRON,MATTAPAN MA,02126,N,0,0,16600,16600,0,0,0,0
"MULTIPOLYGON (((-71.16173177121756 42.26424659745924, -71.16175326309882 42.2641365265765, -71.16195779881322 42.26416199235595, -71.16195092939441 42.26421388027372, -71.16194358003018 42.26426941616324, -71.16173177121756 42.26424659745924)))",6773,20,11001,2011001000,20-15-080,0,145596,2011001000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,2272,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,11200,11200,0,0,0,0
"MULTIPOLYGON (((-71.1612064500984 42.26431371939603, -71.16122163000281 42.264259483969845, -71.16144248725442 42.26427817168437, -71.16143162586678 42.26433245780649, -71.1612064500984 42.26431371939603)))",6774,20,11048,2011048000,20-15-085,0,145637,2011048000,,CITY OF BOSTON,,WALNUT,RD,,02132,WALNUT RD,E,902,1229,WALNUT RD,WEST ROXBURY MA,02132,N,0,0,5900,5900,0,0,0,0
"MULTIPOLYGON (((-71.10542346570227 42.27490437228216, -71.10510616208357 42.27473559901528, -71.1051914420713 42.27464859841242, -71.1055154583505 42.27481218899474, -71.10542346570227 42.27490437228216)))",6847,18,2365,1802365000,18-21-025,0,110944,1802365000,,CITY OF BOSTON,,HEBRON,ST,,02126,HEBRON ST,E,902,4000,HEBRON,MATTAPAN MA,02126,N,0,0,16800,16800,0,0,0,0
"MULTIPOLYGON (((-71.0965679384033 42.27789416033816, -71.0967243336227 42.27777917335953, -71.09695064130621 42.277947604323465, -71.09693376404523 42.277959895710254, -71.09679375118506 42.27806527191752, -71.0965679384033 42.27789416033816)))",6848,18,3108,1803108000,18-03-090,0,111554,1803108000,,CITY OF BOSTON,53,FOTTLER,RD,,02126,53 FOTTLER RD,E,902,5083,53 FOTTLER RD,MATTAPAN MA,02126,N,0,0,75400,75400,0,0,0,0
"MULTIPOLYGON (((-71.10462917739352 42.27456317128854, -71.10433295577505 42.27440646815168, -71.10442164904268 42.2743185170981, -71.10471833381736 42.274474941306956, -71.10462917739352 42.27456317128854)))",6849,18,2356,1802356000,18-21-025,0,110935,1802356000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,4000,KENNEBEC,MATTAPAN MA,02126,N,0,0,16700,16700,0,0,0,0
"MULTIPOLYGON (((-71.1023611054256 42.277459274861314, -71.10249057379872 42.27733139356468, -71.10276359294409 42.27747431456878, -71.10263207336077 42.27760387726161, -71.1023611054256 42.277459274861314)))",6871,18,2391,1802391000,18-21-025,0,110966,1802391000,,CITY OF BOSTON,,HEBRON,ST,,02126,HEBRON ST,E,902,6000,HEBRON,MATTAPAN MA,02126,N,0,0,77200,77200,0,0,0,0
"MULTIPOLYGON (((-71.07022642862383 42.320736920221805, -71.07051584294324 42.320588506697774, -71.07057271804548 42.320646656940305, -71.0702760133911 42.320791075319725, -71.07026981416666 42.32078429065027, -71.07022642862383 42.320736920221805)))",6896,8,82,0800082000,08-05-075,0,63443,0800082000,,BOSTON NATURAL AREAS FUND,18,LEYLAND,ST,,02125,18 LEYLAND ST,E,902,3440,921 WASHINGTON,DORCHESTER MA,02124,N,0,0,17200,17200,0,0,0,0
"MULTIPOLYGON (((-71.10496148182513 42.27312348136954, -71.10466921796855 42.27298187739051, -71.10471659193672 42.2729336558934, -71.10500796278012 42.273078061054704, -71.10496148182513 42.27312348136954)))",6947,18,2624,1802624000,18-21-040,0,111077,1802624000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,2000,ALABAMA,MATTAPAN MA,02126,N,0,0,8300,8300,0,0,0,0
"MULTIPOLYGON (((-71.10227612851207 42.27578266621104, -71.1020345791878 42.27565127730173, -71.10197514944078 42.275618652491836, -71.10206996622831 42.27552554601614, -71.10237031117924 42.275689883956765, -71.10227612851207 42.27578266621104)))",6948,18,2303,1802303000,18-03-065,0,110889,1802303000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,4000,ALABAMA,MATTAPAN MA,02126,N,0,0,16200,16200,0,0,0,0
"MULTIPOLYGON (((-71.16087487621456 42.2629849173875, -71.16063316588368 42.26296054353116, -71.16063280352219 42.26296056985766, -71.16062953751207 42.26294130193855, -71.1606167881132 42.262882032126235, -71.1608387430221 42.262772211740526, -71.16090542284432 42.262843731483734, -71.16087487621456 42.2629849173875)))",7003,20,11172,2011172000,20-15-110,0,145758,2011172000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,3621,DANA RD,WEST ROXBURY MA,02132,N,0,0,18000,18000,0,0,0,0
"MULTIPOLYGON (((-71.09577766164472 42.33230298353153, -71.09592197171467 42.332175055353375, -71.09604868172384 42.3322550158542, -71.09590343282541 42.33238291428199, -71.09577766164472 42.33230298353153)))",7031,9,2923,0902923000,09-04-265,0,69472,0902923000,,CITY OF BOSTON BY FCL,28 30,GURNEY,ST,,02120,28 30 GURNEY ST,E,902,2692,28 GURNEY,ROXBURY CROSSING,02120,N,0,0,63200,63200,0,0,0,0
"MULTIPOLYGON (((-71.10556274517073 42.27316194180715, -71.10560841368671 42.27311697403081, -71.10574028798864 42.27298713555044, -71.10604749751758 42.27314639161009, -71.10587001161663 42.2733222248798, -71.10556274517073 42.27316194180715)))",7040,18,2567,1802567000,18-21-035,0,111021,1802567000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,8000,KENNEBEC,MATTAPAN MA,02126,N,0,0,91200,91200,0,0,0,0
"MULTIPOLYGON (((-71.10853102019037 42.32510464253184, -71.10874141782406 42.3249176530913, -71.10884749550101 42.324979587148626, -71.10885916566913 42.32498639790368, -71.10865452375452 42.32517833837257, -71.10853102019037 42.32510464253184)))",7047,10,1703,1001703000,10-08-035,0,72464,1001703000,,BOSTON NATURAL AREAS FUND,,NIRA,AV,,02130,NIRA AV,E,902,3570,59 TEMPLE PL #558,BOSTON MA,02111,N,0,0,33000,33000,0,0,0,0
"MULTIPOLYGON (((-71.16036706462396 42.26389036605875, -71.16039205394252 42.26379376684031, -71.1605712224302 42.26381665039928, -71.16056354968424 42.26386145302412, -71.16054986162746 42.26394152185129, -71.16037431568387 42.26389258561901, -71.16036706462396 42.26389036605875)))",7166,20,11109,2011109000,20-15-095,0,145697,2011109000,,CITY OF BOSTON,,CEDAR,RD,,02132,CEDAR RD,E,902,2310,CEDAR RD,WEST ROXBURY MA,02132,N,0,0,11200,11200,0,0,0,0
"MULTIPOLYGON (((-71.16274493214101 42.265151114739886, -71.16278699939765 42.26515027076482, -71.16278611596155 42.265265162981535, -71.16278496526904 42.26535954509555, -71.1627831096575 42.26545203041534, -71.16278256342929 42.26553355263303, -71.162773813919 42.26553365382793, -71.16276652902572 42.26553376388951, -71.16276115924346 42.265442810749285, -71.16275601466833 42.26534619842493, -71.16275143935354 42.26524245628288, -71.16274493214101 42.265151114739886)))",7209,20,10881-10,2010881010,20-15-055,0,145492,2010881010,,CITY OF BOSTON PUBLIC WORKS,,CENTRE,ST,,02132,CENTRE ST,E,902,980,CENTRE ST,WEST ROXBURY MA,02132,N,0,0,2300,2300,0,0,0,0
"MULTIPOLYGON (((-71.03331264321231 42.38038381160291, -71.03331391303263 42.38038539488653, -71.03331509211728 42.38038701187255, -71.03331618288672 42.380388655546035, -71.0333172123702 42.38039032250408, -71.03331813844099 42.38039200765852, -71.03331898093663 42.38039371916834, -71.03331974229057 42.380395448262405, -71.03332042009012 42.38039720090199, -71.03332100969628 42.38039896372107, -71.0333215002545 42.38040073105577, -71.0333219143877 42.3804025188038, -71.03332222944967 42.38040431422849, -71.03332245263198 42.38040610576804, -71.03332259141342 42.38040790715128, -71.03332264350563 42.38040970748038, -71.03332260740441 42.380411517989, -71.03332247237189 42.38041331720779, -71.03332224504818 42.380415104109936, -71.03332193479919 42.38041689348563, -71.03332153705081 42.38041866318812, -71.0333210469853 42.380420424086225, -71.03332046223647 42.380422175819255, -71.03331980135809 42.38042390792509, -71.03331905203281 42.380425620353776, -71.03331820103213 42.380427308134315, -71.0333172767417 42.380428976650464, -71.033316276855 42.38043061746301, -71.03331519282389 42.38043223334723, -71.03331401757856 42.38043381935709, -71.03331277009461 42.38043537205709, -71.03331144560606 42.380436895291545, -71.03331004556007 42.380438385553994, -71.03330856905059 42.38043983722075, -71.03330701990134 42.38044124574128, -71.03330539852631 42.38044261919578, -71.03330370785098 42.380443946356316, -71.03330196064556 42.380445230084746, -71.033300147909 42.38044647034447, -71.0332982583467 42.38044765690362, -71.03329631931892 42.38044880567916, -71.03329433098128 42.38044989559715, -71.03329228091012 42.38045094100807, -71.03329018008452 42.38045193071679, -71.0332880265603 42.38045287138896, -71.03328582017917 42.380453527691486, -71.033284069579 42.38045405166832, -71.03328308271043 42.380454313555404, -71.03328218515388 42.380454542085445, -71.0332812435531 42.38045470440325, -71.03327985454763 42.38045482697184, -71.03265372718819 42.380451626953274, -71.03264986300748 42.38045133869173, -71.03264793063614 42.38045120053086, -71.0326456496386 42.38045067002083, -71.03264123776593 42.38044929630219, -71.03263908569325 42.3804482443694, -71.03263699370389 42.380447139643046, -71.03263495281497 42.3804459796279, -71.03263298520919 42.3804447756539, -71.03263106911528 42.38044352482267, -71.03262921351609 42.38044222962928, -71.03262742986196 42.38044087923187, -71.03262572274743 42.38043949296738, -71.03262408080793 42.3804380700872, -71.03262251169605 42.38043660078758, -71.03262101910822 42.38043509772832, -71.03261961539799 42.38043355604219, -71.03261828958894 42.38043198657311, -71.03261703651134 42.380430383680235, -71.0326158740662 42.380428761134695, -71.03261478865518 42.380427099914165, -71.0326138052878 42.38042541346755, -71.03261290064705 42.38042371574971, -71.03261208573011 42.38042199310692, -71.03261136144556 42.38042025081153, -71.03261074002498 42.38041850050422, -71.03261019360846 42.38041672977827, -71.03260975425985 42.38041495913606, -71.03260940599657 42.38041317165305, -71.0326120559115 42.38040384920273, -71.03261508212091 42.380398546846585, -71.03261961090186 42.38039192219554, -71.03262683142631 42.38038486591395, -71.03263583545368 42.38037892364245, -71.03265036258378 42.380372329421206, -71.03309765163613 42.38020762466067, -71.03311940089095 42.38019925360148, -71.03313385795028 42.3801941809688, -71.03314367348948 42.38019272415648, -71.03315837533516 42.38019363874023, -71.03316615333361 42.38019473948448, -71.03317305886718 42.38019690587016, -71.0331808120891 42.3802014272637, -71.03318682101089 42.380207866387956, -71.03319367715129 42.38021666016694, -71.03320053218589 42.380225668198925, -71.03321332899998 42.380245912351015, -71.03331264321231 42.38038381160291)))",7233,1,3148,0103148000,01-09-025,0,3185,0103148000,,CITY OF BOSTON,,PUTNAM,SQ,,02128,PUTNAM SQ,E,902,11628,PUTNAM SQ,EAST BOSTON MA,02128,N,0,0,134900,134900,0,0,0,0
"MULTIPOLYGON (((-71.15968500794992 42.264112402845804, -71.15981645238396 42.264024269041144, -71.15991546799572 42.2641057418703, -71.15996497942193 42.2641464823022, -71.1598357007332 42.264233164569376, -71.15968500794992 42.264112402845804)))",7306,20,11120,2011120000,20-15-100,0,145706,2011120000,,CITY OF BOSTON,,CHESTNUT,RD,,02132,CHESTNUT RD,E,902,3000,CHESTNUT RD,WEST ROXBURY MA,02132,N,0,0,14600,14600,0,0,0,0
"MULTIPOLYGON (((-71.10168944244217 42.277642498696835, -71.10177965493368 42.277553446438716, -71.10209507213722 42.27772207287952, -71.10200654384268 42.27780951793203, -71.1019474534814 42.2777784141582, -71.10168944244217 42.277642498696835)))",7363,18,2307,1802307000,18-21-025,0,110893,1802307000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,4000,KENNEBEC,MATTAPAN MA,02126,N,0,0,16000,16000,0,0,0,0
"MULTIPOLYGON (((-71.0703255679158 42.32084642100718, -71.07061711646202 42.320693009949075, -71.0707136490513 42.32079341734295, -71.0704152949077 42.32094329320287, -71.07038250383788 42.3209076481342, -71.0703255679158 42.32084642100718)))",7468,8,84,0800084000,08-05-075,0,63445,0800084000,,BOSTON NATURAL AREAS FUND,14,LEYLAND,ST,,02125,14 LEYLAND ST,E,902,3496,59 TEMPLE PL #558,BOSTON MA,02111,N,0,0,17500,17500,0,0,0,0
"MULTIPOLYGON (((-71.09967527419624 42.277428493947355, -71.0997119154355 42.27739277020927, -71.10000546933122 42.277555912682864, -71.09997022090025 42.277590376078074, -71.09967527419624 42.277428493947355)))",7496,18,2925,1802925000,18-03-015,0,111374,1802925000,,CITY OF BOSTON BY FCL,,COLORADO,ST,,02126,COLORADO ST,E,902,1400,COLORADO,MATTAPAN MA,02126,N,0,0,5500,5500,0,0,0,0
"MULTIPOLYGON (((-71.06864229983637 42.32308838271811, -71.0687138345586 42.32305423184218, -71.06887858460718 42.32323917441541, -71.06880258740068 42.32326830093563, -71.06864229983637 42.32308838271811)))",8200,8,407,0800407000,08-06-115,0,63754,0800407000,,CITY OF BOSTON FCL.,,MARSHFIELD,ST,,02119,MARSHFIELD ST,E,902,1813,MARSHFIELD  ST,ROXBURY MA,02119,N,0,0,9000,9000,0,0,0,0
